,created_at,res,full_text,screen_name,followers_count,friends_count,retweet_count,favorite_count,Hashtag
516,Sat Mar 20 12:39:59 +0000 2021,1,RT @ASB04091: @NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही…,engineer_DP2,130,1102,3,0,modirozgardo
1376,Thu Apr 01 17:23:33 +0000 2021,1,"RT @WidgeWemnen: Kong when Godzilla fucked him up till he passed out and then woke up to 2 Godzillas

#GodzillaVsKong https://t.co/MAdDF3yk…",nethxee,26,470,900,0,godzillavskong  .
309,Fri Mar 26 08:12:05 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",SSZ4321,12,226,4882,0,GNCTDBill
2235,Thu Mar 25 18:10:15 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",faiek_aman,7,115,4885,0,GNCTDBill
829,Sat Mar 20 04:58:26 +0000 2021,1,"RT @dikshant_narula: #modi_rojgar_do 
#modi_jawab_do 
#unemployment 
@narendramodi @narendramodi_in @PMOIndia @DoPTGoI",poojaka30704523,408,623,2,0,modirozgardo
432,Wed Mar 31 04:43:13 +0000 2021,0,"RT @MYaasinM: New lil pic for ya 
#KatrinaKaif #sooryavanshi #akshaykumar #Tiger3 #salmankhan #phonebhoot #IshaanKhatter #makeup #kaybeauty…",MYaasinM,866,196,17,0,instagramdown  .
1032,Sun Mar 21 15:03:48 +0000 2021,1,"Killer's reply to those Katharifying Paalvaadi guys 😂 🔥 😎

#MissionThala50 #Valimai https://t.co/n1k2m4KQig",JerinTwitz,15848,711,2,1,MissionThala50.
139,Sun Mar 21 06:34:00 +0000 2021,1,"RT @AkshayS17422082: #modi_rojgar_दो 
#modi_rojgar_do 
#modi job do https://t.co/N0vLGKIBeD",Pawan45340002,3,0,23,0,modirozgardo
1653,Thu Mar 25 20:57:22 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",SarahTitus0306,2074,2294,6861,0,GNCTDBill
1961,Sun Mar 21 16:25:06 +0000 2021,1,"I'm British and even I have no idea what Alfred is saying when says to leave the tea to ""mash"".

I bloody want to know though, sounds great

#SnydersCut #SnyderCutJusticeLeague",MarcusDean118,148,381,0,0,snyderscut.
1432,Tue Mar 23 16:00:22 +0000 2021,1,"RT @saahilmenghani: #MartyrsDay, #शहीद_दिवस at Singhu Border's #FarmersProtest site.

""Want to tell the government that we are children of…",imPnahar99,2300,2316,156,0,MartyrsDay
587,Sun Mar 21 15:43:35 +0000 2021,1,"I really can't understand how @warnerbros (@DCComics) can watch this masterpiece that is Zack Snyder's Justice League and not want a sequel. This is without a doubt the best hero film ever produced and with kittens for many more. 

We want more #SnydersCut #SnyderVerse https://t.co/DByJsUm7d7",wellbarreto10,99,132,1,1,snyderscut.
2046,Thu Apr 01 17:29:22 +0000 2021,0,RT @OriginalFunko: RT &amp,movyseeker31,690,2633,13891,13891,godzillavskong  .
2102,Thu Mar 25 18:31:47 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",amitsaroha1998,9,68,6862,0,GNCTDBill
644,Sun Mar 21 12:06:31 +0000 2021,1,"RT @Olympics: Did you know that poetry used to be an official Olympic event? 📝

Here's an excerpt from Pierre de Coubertin's poem 'Ode to S…",Norbert60976479,983,3693,6,0,WorldPoetryDay
183,Sun Mar 21 04:52:08 +0000 2021,1,"RT @gayacitybihar: When IT cell want divert the hashtag 
#modi_rojgar_do
#modi_job_do
Le students:- 
.
.
#modi_job_do
#rojgar_do_modi 
#मो…",Asif44719326,0,3,277,0,modirozgardo
488,Sat Mar 20 13:14:38 +0000 2021,1,"RT @Ranisingh55: #StudentsWantJobs 
We will never stop 
Stay positive stay energetic
Do it for yourself 🖤
#modi_rojgar_दो 
#modi_rojgar_do…",PawanCh87746549,14,42,80,0,modirozgardo
1212,Sun Mar 21 14:42:13 +0000 2021,1,"@DilipGhoshBJP @MukulR_Official @SuvenduWB @RajibBanerjeeWB @BJP4Bengal @me_locket @paulagnimitra1 

🛑#Ram #Ravan #Religion #Mandir #Caste could achieve as much. Everything has a shelf life ‼️

Besides, #WestBengal is NOT #UttarPradesh 🙏🏿

#Bengal 👉🏿 ""sweetest"" part of #India https://t.co/Mwxuds45C2",sghosh14012016,35,57,0,0,DaysOfCode.
600,Tue Mar 23 18:14:09 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",RickyGrewal91,147,388,284,0,MartyrsDay
1161,Fri Mar 26 02:44:49 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",abhinaypatel1,13,40,4882,0,GNCTDBill
1432,Fri Mar 26 00:54:50 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",gagu2092,38,75,6861,0,GNCTDBill
1535,Sun Mar 21 11:31:56 +0000 2021,0,"5 Great Tamil Dubbed Movies To Watch In Amazon Prime Video - ISMedia Works https://t.co/XXzbj8iUYu 
.
.
#VaathiComing100MViews #SavetheYouthBanFauG #100CrorePerMonth #NeelBarirLorai #tamilrockers #tamildubbedmovies",robertrunc,1188,450,0,0,SavetheYouthBanFauG.
65,Tue Mar 23 15:23:26 +0000 2021,1,"RT @ajaypratap1010: My humble tribute to the Brave Sons of India; #BhagatSingh #Rajguru and #Sukhdev on the #MartyrsDay 🙏
#ShaheedDiwas #हर…",SatinderSahota8,144,120,3,0,MartyrsDay
2223,Sun Mar 21 11:35:04 +0000 2021,1,Ban the Game Of Canadian Kumar @akshaykumar  #SavetheYouthBanFauG,SodhiGeet,150,216,0,0,SavetheYouthBanFauG.
789,Fri Mar 26 04:40:52 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",NITESHK77187856,10,64,6861,0,GNCTDBill
1789,Wed Mar 31 20:59:27 +0000 2021,1,"Yoo share this shiiit sick asf  🔥
#instagramdown #covid19 
#itunes #spotify #soundcloud
YIKES (PROD. LUOS TSOL) by 𝖂𝖔𝖊 on #SoundCloud https://t.co/5g2To1LX4K",64bitbaby,121,280,0,0,instagramdown  .
795,Mon Mar 22 03:18:40 +0000 2021,1,"RT @Nadeshot: Wow, #SnydersCut Justice League was absolutely phenomenal. Well worth the wait, all my expectations for the film were blown a…",Panha57288033,30,1210,392,0,snyderscut.
860,Sun Mar 21 15:53:22 +0000 2021,1,"One of the best superhero movies.
#SnydersCut  #JusticeLeague #RestoreTheSnyderVerse #WarnerBros #HBO https://t.co/u1rqJwHjA1",jimigantinis,15,63,1,1,snyderscut.
215,Tue Mar 23 16:28:07 +0000 2021,1,"RT @GillRaghubir: Today is the 90th death anniversary of Bhagat Singh. He was one of the tallest revolutionary freedom fighters, sacrificin…",nehpreet05,89,258,4,0,MartyrsDay
1996,Thu Mar 25 18:52:14 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",AayanChoughary,68,131,6862,0,GNCTDBill
3,Tue Mar 23 15:42:39 +0000 2021,1,"RT @IndiaWakesUp_: Veer #BhagatSingh, #Sukhdev Thapar and Shivaram #Rajguru were hanged by British Raj for what they did for freedom strugg…",supreeth10_20,7,162,54,0,MartyrsDay
2093,Tue Mar 23 16:41:30 +0000 2021,1,"RT @KhanSir_: Bhagat Singh, Rajguru and Sukhdev laid down their lives at the age of just 23.
Salutations to their dauntless Spirit!
The 23t…",YogeshY41881223,2,20,75,0,MartyrsDay
903,Thu Apr 01 17:23:55 +0000 2021,1,RT @Kamendude: How I assume it’ll go down #GodzillaVsKong #Godzilla #Kong https://t.co/xVtz9WotmX,King__Goon,1555,240,856,856,godzillavskong  .
701,Fri Mar 26 05:07:22 +0000 2021,1,"RT @YourRishbh: The #GNCTDBill was passed as per constitution written by respected Bhimrao Ambedkar ji, anyone opposing it now is Anti Ambe…",LokeshD25199980,81,130,231,0,GNCTDBill
239,Fri Mar 26 09:02:51 +0000 2021,1,"RT @sunetrac: ‘We dont follow the best constitutional norms, we follow the worst... since Indira, Rajiv, govt has practiced coercive federa…",Aaliyasir,471,528,6,0,GNCTDBill
1343,Fri Mar 26 01:42:14 +0000 2021,1,"RT @IamAshhad_: If #GNCTDBill happened in Delhi is a murder of democracy or #BlackDayForDemocracy
So what has happened in Kashmir?",Karamjot_Singh1,1576,823,7,0,GNCTDBill
1061,Sun Mar 21 11:44:12 +0000 2021,1,"RT @ProNaMoSeva: #KejriwalBetrayed_Delhi

Kejri is dangerous than Con party &amp;Owai$i bro’s

AK is a chamelon who keeps changing his colours…",TiwaritShiva,2,24,136,0,KejriwalBetrayed_Delhi.
1280,Sun Mar 21 15:03:47 +0000 2021,1,"RT @AjithFCMadurai: #MissionThala50 Starts Trending with more than 15K+ Tweets

#Valimai",ViratSathik1,1573,853,133,0,MissionThala50.
480,Sat Mar 20 13:29:19 +0000 2021,1,"RT @Rishikumar00: OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो 
#modi_rojgar_do https://t.co/hpxfMzBGX7",Allll_aRe_Equal,52,3,11,0,modirozgardo
127,Tue Mar 23 15:52:03 +0000 2021,1,"RT @PARInetwork: Find a more articulate 23-year-old. We'll wait. Until then, read his words. Download the 5,790 word essay by #BhagatSingh…",bouquet1416,2677,3773,448,0,MartyrsDay
712,Fri Mar 26 05:02:35 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",sushamakori,215,270,175,0,GNCTDBill
1719,Thu Mar 25 20:27:43 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",Bashirajaz,23,480,175,0,GNCTDBill
1248,Tue Mar 23 16:42:01 +0000 2021,1,"RT @Yveerangnayen: Remembering and saluting our great revolutionaries on #MartyrsDay Shaheed #BhagatSingh, Shaheed #Rajguru and Shaheed #Su…",BALJEET79559851,3,22,65,0,MartyrsDay
306,Tue Mar 23 16:19:35 +0000 2021,1,"RT @IndiainNewYork: On #ShaheedDiwas, @IndiainNewYork pays tribute and homage to great Indian revolutionaries &amp; legendary freedom fighters…",DesitalkNy,31,127,1,0,MartyrsDay
742,Wed Mar 31 06:48:09 +0000 2021,0,"Lahore to Karachi in 3rd wave of corona PIA Full video
Link pr click krky dekhain
https://t.co/jLNvx24ThG
#COVID19 #saveusfromFIFAban #instagramdown #IPL2021 #Covid_19 #coronavirus #cancelexamspakistan2021 #11thHour #SavePakistanFootball #ImranKhan #Lahore #ArrestAmarZaleel_295C",Eman_NaazFan,230,184,0,1,instagramdown  .
848,Tue Mar 23 15:52:55 +0000 2021,1,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",Raju295rajuRaju,1338,2108,573,0,MartyrsDay
260,Sun Mar 21 11:44:30 +0000 2021,0,"#SundayMorning ""Everyday Madness"" Funnies 
https://t.co/JEDfBK3wTT 
#politicalcartoons #MarchMadness  #sundayvibes #SpringBreak Miami Beach #covidiots #DeathSantis #COVID19 #MedicareForAll #VotingRights #VoterSuppression #SundayMotivation #WorldPoetryDay https://t.co/j9Cu8Tk3EK",PDiddie,7094,5284,0,0,WorldPoetryDay
102,Fri Mar 26 11:29:10 +0000 2021,1,"RT @duttabhishek: As a Dilliwala what do you think about the new #GNCTDBill #AmendmentBill , please share your comments . No Abusive Langua…",rajeevsharma845,1899,571,10,0,GNCTDBill
352,Sat Mar 20 18:51:34 +0000 2021,1,#modi_rojgar_do,Babita41214943,2,1,0,0,modirozgardo
68,Tue Mar 23 15:22:51 +0000 2021,1,"RT @Dr_Ajay_Singh: My tribute to the brave heroes of our nation, Bhagat Singh, Rajguru, and Sukhdev on Shaheed Diwas. Their sacrifice for t…",SadureShivkumar,977,814,10,0,MartyrsDay
1455,Tue Mar 23 18:08:55 +0000 2021,1,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",sangitz,127,568,622,0,MartyrsDay
214,Fri Mar 26 09:29:51 +0000 2021,1,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",Me_Predictor,1261,4993,284,0,GNCTDBill
2186,Sun Mar 21 15:40:37 +0000 2021,1,RT @seyzartt: No one's taking about for flash single handedly carried the movie by reviving superman and reversing the unity. #SnydersCut #…,marcoetalx,319,200,0,0,snyderscut.
186,Sun Mar 21 04:50:11 +0000 2021,1,RT @BodhSagar1: #modi_job_do #Modi_rojgar_do #मोदी_रोजगार_दो #रोजगार_युवा_का_हक #_modi_rojgar_do #Mama_Rojgar_Do #yogi_rojgar_do Modi ji PO…,Asif44719326,0,3,278,0,modirozgardo
867,Tue Mar 23 18:56:47 +0000 2021,1,"RT @realhimanshi: Tribute to the fearless heroes 🙏🏻🙏🏻
#BhagatSingh #MartyrsDay #Sukhdev #InquilabZindabad #23March #Sukhdev #ShaheediDiwas…",The_HardeepGill,26,80,284,0,MartyrsDay
28,Sun Mar 21 12:01:10 +0000 2021,1,Hear how #poetry helps the central character of this real life drama.  For #WorldPoetryDay - This week only - https://t.co/F3lP3zcbgn,startyourart1,103,135,0,0,WorldPoetryDay
195,Fri Mar 26 09:43:29 +0000 2021,1,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",jainarpitking,310,270,284,0,GNCTDBill
1723,Thu Mar 25 20:24:01 +0000 2021,1,RT @AnumaVidisha: None of my family members in Delhi voted for the Lieutenant Governer of Delhi. We vote for people's leaders not for the A…,pksingh9891,147,730,27,0,GNCTDBill
1685,Tue Mar 23 18:06:17 +0000 2021,1,"RT @IASOfficer1110: On #ShaheedDiwas, we pay a tribute to the brave sons of India, #BhagatSingh, #Rajguru, &amp; #Sukhdev. The Freedom Fighters…",ShubhVe83770596,12,12,3,0,MartyrsDay
1090,Tue Mar 23 17:31:22 +0000 2021,1,"RT @PARInetwork: Find a more articulate 23-year-old. We'll wait. Until then, read his words. Download the 5,790 word essay by #BhagatSingh…",RamchandaniGP,1386,636,469,0,MartyrsDay
3,Sun Mar 21 12:00:02 +0000 2021,1,"On #WorldPoetryDay, take a look at the poem below submitted to international charity @NeverSuch by a submariner's child 👇

#RNRMFamily #ArmedForces #MilitaryFamily https://t.co/9TnmZ7PA2u",The_NFF,3881,559,0,0,WorldPoetryDay
1009,Tue Mar 23 17:32:19 +0000 2021,1,"""Its easy to kill individuals but you cannot kill the ideas.Great empires crumbled, while the idea survived.""
Long live the Revolution 
#FarmersProtest 
#MartyrsDay https://t.co/Ye4AADm6jE",RaSandhuz,456,361,1,1,MartyrsDay
814,Fri Mar 26 04:32:10 +0000 2021,1,"RT @INCMumbai: The double standards in these two tweets escape no one!

Isse kehte hain AAP beeti?

#GNCTDBill #नहीं_भूलेंगे https://t.co/A…",ShivamS14772479,13,78,175,0,GNCTDBill
862,Tue Mar 23 19:03:39 +0000 2021,1,"RT @yadavmaheshbm: Tributes to the bold, fearless, and revolutionary freedom fighters Bhagat Singh, Sukhdev, Rajguru on Shaheed Diwas 🇮🇳.
T…",iAnirudhRana,16441,16118,14,0,MartyrsDay
338,Tue Mar 23 16:24:38 +0000 2021,1,"RT @urstrulyMGFC: Tribute to the great Indian freedom fighters &amp; revolutionaries #BhagatSingh, Sukhdev &amp; Rajguru on #ShaheedDiwas. Their se…",iam_dhfm,787,540,78,0,MartyrsDay
464,Sun Mar 21 12:06:09 +0000 2021,1,"RT @UN: Sunday is #WorldPoetryDay!

Let's celebrate the power of poetry to illuminate the beauty that surrounds us &amp; the resilience of the…",mauipoblete,310,768,9,0,WorldPoetryDay
2325,Wed Mar 31 16:31:28 +0000 2021,1,RT @IqraAmi40579584: Me running to Twitter to search if Instagram is down or if it’s my wifi #instagramdown https://t.co/D0XcT181J2,aqilahmasrii,62,98,647,647,instagramdown  .
786,Tue Mar 23 19:03:39 +0000 2021,1,"RT @yadavmaheshbm: Tributes to the bold, fearless, and revolutionary freedom fighters Bhagat Singh, Sukhdev, Rajguru on Shaheed Diwas 🇮🇳.
T…",iAnirudhRana,16441,16118,11,0,MartyrsDay
530,Fri Mar 26 06:04:58 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",w_veeru,13,364,4882,0,GNCTDBill
198,Fri Mar 26 09:42:35 +0000 2021,1,"RT @aartic02: I am a Proud Kejriwal Supporter ✌️ 
*AAP couldn't be Bought with Money 
*Didn't back off with Fake Fabricated Cases 
*Didn't…",imran_khairi,4,19,152,0,GNCTDBill
1700,Sun Mar 21 11:42:51 +0000 2021,0,"RT @AmalJAj1: Here is my kutty edit For #VaathiComing100MViews 

#Master @actorvijay #Thalapathy65  @TFK_OfficiaI https://t.co/MuZU7wm6Sn",MR__SALMAAN_,1095,1142,9,9,VaathiComing100MViews.
2111,Thu Mar 25 18:29:49 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",salmanabbas_,102,797,4885,0,GNCTDBill
1510,Thu Mar 25 23:51:42 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Simranj76614705,5,15,4882,0,GNCTDBill
937,Fri Mar 19 20:12:40 +0000 2021,1,"RT @Naira62150845: #modi_rojgar_do 
#yogi_prt_do 
#yogi_rojgar_do 
#yogi_rojgar_do https://t.co/KsgACDPgPm",poojaka30704523,408,623,2,0,modirozgardo
341,Sun Mar 21 12:01:48 +0000 2021,1,"Time to savour
new flavours
or partake in some enjoyable behavior!
For what is life
but a quest to stave off strife?

Search for your savior.
Slice stress with a rapier
to enjoy another caper.

Just have some #fun
before each day is done.
#WorldPoetryDay
#ThinkBIGSundayWithMarsha",JudithPetrushko,551,506,0,0,WorldPoetryDay
2034,Thu Mar 25 18:44:18 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",hmhimanshu211,629,951,4885,0,GNCTDBill
2269,Thu Mar 25 18:04:39 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",__making_,127,168,6862,0,GNCTDBill
1895,Thu Mar 25 19:15:06 +0000 2021,1,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",KariRitzz,23,112,62,0,GNCTDBill
68,Mon Mar 22 03:18:08 +0000 2021,1,"RT @lalalita____: *Wonder Woman shows up on screen anytime during the #SnydersCut*

Soundtrack: https://t.co/Tsb9JPSLgk",jayanthkumarak,232,946,78,78,snyderscut.
1968,Sun Mar 21 15:03:45 +0000 2021,1,"Guys 100K Comments Pandrom🔥🔥🔥🔥

#MissionThala50 #Valimai",TSivathai,2137,1613,0,0,MissionThala50.
39,Sun Mar 21 12:39:03 +0000 2021,1,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",DRChoud76754110,591,1271,20,0,modirozgardo
1305,Fri Mar 26 01:58:04 +0000 2021,1,"RT @aartic02: I am a Proud Kejriwal Supporter ✌️ 
*AAP couldn't be Bought with Money 
*Didn't back off with Fake Fabricated Cases 
*Didn't…",newbie109,1510,1271,152,0,GNCTDBill
182,Sun Mar 21 10:51:59 +0000 2021,1,"RT @El_PadrinoWolf: Damn, I really felt that nightmare scene. 🔥🔥🔥🔥🔥🔥🔥🔥
Joker to Bats:

""How many dead eyes can you look into before you die…",CosmicBrunForce,1,144,0,0,snyderscut.
563,Mon Mar 22 04:07:54 +0000 2021,1,"RT @SadhguruJV: Water is not a commodity – water is life. If we destroy our water sources, we destroy future generations right now. #Sadhgu…",RohiniStar1,2,122,1542,0,WorldWaterDay.
131,Fri Mar 26 10:57:09 +0000 2021,1,"RT @souravjain540: Everyone is opposing #GNCTDBill  in Delhi 

Today in college all students in break was talking about this and saying thi…",Krisshna9207,3503,1637,116,0,GNCTDBill
1986,Fri Apr 02 03:54:36 +0000 2021,1,That’s why Godzilla is the king of the monsters #GodzillaVsKong,TheGreatMejia,41,285,0,0,godzillavskong  .
862,Mon Mar 22 04:09:13 +0000 2021,1,Did you know that there is more water in the atmosphere than in all of our rivers combined? #WorldWaterDay #WorldWaterDay2021 #water https://t.co/TRuKJ6ECi0,AlienNextDoor,2813,2156,0,0,WorldWaterDay.
2738,Thu Mar 25 17:01:21 +0000 2021,1,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",stranger_boomer,624,498,284,0,GNCTDBill
2132,Sun Mar 21 11:26:46 +0000 2021,1,"RT @epic_meme00: Online gaming is not good for mental health and Game with violence is not good for the kids.

#SavetheYouthBanFauG",umalakshmiram,779,1533,6,0,SavetheYouthBanFauG.
959,Fri Mar 26 03:50:55 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",AdvSanjaySing12,20,88,4882,0,GNCTDBill
999,Tue Mar 23 16:50:51 +0000 2021,1,"RT @Sanwarnathsfi: ""Inquilab Zindabad"", a slogan popularized by Bhagat Singh was coined by Urdu poet Maulana Hasrat Mohani. 

Maulana Hasra…",wepeopleoflnd,142,1497,105,0,MartyrsDay
1978,Sun Mar 21 11:45:16 +0000 2021,1,RT @JonnyGeller: Michael Rosen’s beautiful hymn to the NHS is my recommendation for #WorldPoetryDay https://t.co/hxQG4kKizR,BookJo,3661,5000,1,1,WorldPoetryDay
1837,Tue Mar 23 16:24:13 +0000 2021,1,RT @IMVenuGopalRao: A Day which inspired Crores of youth for the Freedom moment. They just hanged the individuals but not the ideals. Bhaga…,nareshmelam,11,43,6,0,MartyrsDay
2282,Wed Mar 31 04:43:34 +0000 2021,1,"RT @AzhnanAk: Me running to Twitter to check is it only me
#instagramdown https://t.co/fNqmartLoZ",iamroshre,43,140,104,104,instagramdown.
411,Tue Mar 23 16:39:17 +0000 2021,1,"RT @pururajmoyal: #23March
Headline That Shocked The Nation !!
The Tribune Newspaper Reporting BhagatSingh, Rajguru &amp; Sukhdev's Execution I…",anil_k_sisodia,2312,2353,7,0,MartyrsDay
790,Sat Mar 20 05:42:43 +0000 2021,1,"#modi_rojgar_दो Youth is the future of our country, Dear Modi ji u understand these #StopPrivatisation_SaveGovtJob… https://t.co/ald1CxfgiB",SarojYa92525428,37,50,1,1,modirozgardo
729,Tue Mar 23 18:54:53 +0000 2021,1,"RT @riya__rathore: #MartyrsDay
It’s ok to cry it’s not just a movie

The movie- https://t.co/cNwNOvCf8I",AMysterical,682,299,0,28,MartyrsDay
184,Tue Mar 23 16:55:45 +0000 2021,1,"RT @westerncomd_IA: On #ShaheedDiwas, we pay rich tributes to the brave sons of India, #BhagatSingh, #Rajguru &amp; #Sukhdev at National Martyr…",SimratKang4,14,59,14,0,MartyrsDay
1364,Sun Mar 21 11:43:15 +0000 2021,1,"RT @SHWETAO6: Delhi became residence for Anti-National goons and illegal protestors !!
actually where basic needs will fulfill ... Grass gr…",KatewaVikram2,2879,2748,44,0,KejriwalBetrayed_Delhi.
611,Wed Mar 31 23:21:56 +0000 2021,1,"@instagram how long is this going to take?? It's been over 48 hours already since I've been able to see anything in/from my account!
#instagramdown",wundawomun,325,677,3,3,instagramdown  .
1295,Sun Mar 21 12:07:57 +0000 2021,1,"RT @RedfieldAudio: #WorldPoetryDay 
A collection of #poems by turns epic, surprising, funny, powerful, delightful by #HPLovecraft #EdgarRic…",hplbot,1775,30,1,0,WorldPoetryDay
773,Sun Mar 21 11:43:32 +0000 2021,1,"RT @britishmuseum: 📚 Where would you like to be reading this #WorldPoetryDay? 

This Chinese painted scroll – ‘Reading in the Autumn Forest…",GoodyBCampbell,393,680,50,0,WorldPoetryDay
202,Thu Apr 01 17:30:54 +0000 2021,1,"@elonmusk 

When i started watching #kongvsgodzilla #Godzilla #GodzillavsKong 

They mentioned 1 name which is APEX .

I JUST GOT THEY'RE TALKING ABOUT #SpaceX 

I don't know I'm right or wrong but it came directly into mind .

✌ GREAT START &amp; 5 STAR FOR VFX  . 🔥 ☆☆☆☆☆",Nishant27585996,44,497,0,0,godzillavskong  .
2324,Sun Mar 21 11:26:04 +0000 2021,1,RT @shaksi_Raj: Never trust those who try to profit in the name of patriotism. Don't let vultures like ncoregames cash in the addiction tha…,umalakshmiram,779,1533,5,0,SavetheYouthBanFauG.
1292,Sun Mar 21 12:01:55 +0000 2021,1,"RT @KateT1994: The jazz of raindrops on concrete 

We wring cold water out our clothes 

Our hands interwoven
          like old twine

I r…",ms_took,3181,3195,1,0,WorldPoetryDay
371,Sat Mar 20 17:03:48 +0000 2021,1,"RT @Ranisingh55: #StudentsWantJobs 
We will never stop 
Stay positive stay energetic
Do it for yourself 🖤
#modi_rojgar_दो 
#modi_rojgar_do…",Dharmen40813329,1,4,80,0,modirozgardo
210,Tue Mar 23 16:29:50 +0000 2021,1,"RT @HryTweet_: Revolution long live. ✊

#हर_किसान_Bhagat_Singh #BhagatSingh #ShaheedDiwas 
#शहीद_दिवस #MartyrsDay #23rdMarch #23March https…",HrdShabbeer,2851,1871,157,0,MartyrsDay
520,Tue Mar 23 17:28:14 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,sanju_surendran,98,462,0,317,MartyrsDay
2476,Thu Mar 25 17:36:17 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Amandee16508948,149,130,4885,0,GNCTDBill
674,Fri Mar 26 05:16:04 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",ManojXavier1,4505,4536,4882,0,GNCTDBill
185,Fri Mar 26 09:53:27 +0000 2021,1,"RT @sanjeevchadha8: #GNCTDBill 
Why @ArvindKejriwal and its team want to oppose because they dont want educational model 
But #LiquorMafia…",Rohit119754,225,471,6,0,GNCTDBill
1924,Sun Mar 21 15:30:59 +0000 2021,1,@zukie2music @Tubi Can’t wait to see the #SnydersCut of Spaceballs.,hipchecked,446,1182,1,1,snyderscut.
1407,Fri Mar 26 01:14:22 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",sunmahi,141,707,4882,0,GNCTDBill
1075,Sun Mar 21 11:45:52 +0000 2021,1,"There once was a puppet with no strings attached.
The other puppets had something he lacked.
Isolated this puppet sat alone by himself.
The others huddled together on a shelf.
But when she came in to play.
She picked him every single day. 

©mhogan2021
#WorldPoetryDay",369_I_am,256,369,0,0,WorldPoetryDay
